id,author,geometry,pressure [MPa],mass_flux [kg/m2-s],x_e_out [-],D_e [mm],D_h [mm],length [mm],chf_exp [MW/m2]
16483,Beus,annulus,11.03,1364.0,0.1167,5.6,15.2,2134.0,2.7
26311,,annulus,6.89,2007.0,0.0482,,,914.0,2.4
22779,Peskov,tube,18.0,1233.0,-0.1488,,10.0,,2.3
26009,Thompson,tube,6.79,3797.0,-0.1392,10.8,10.8,216.0,3.5
11866,Peskov,tube,14.0,2217.0,0.1004,10.0,,520.0,2.2
7582,Beus,annulus,11.03,2730.0,0.0847,5.6,15.2,2134.0,3.8
11154,Thompson,tube,17.24,2848.0,-0.1258,1.9,1.9,696.0,2.6
28083,Thompson,tube,6.89,1370.0,0.0404,23.6,23.6,610.0,2.0
23217,Thompson,tube,10.34,6049.0,-0.0407,10.3,10.3,,6.7
1148,Beus,,13.79,1354.0,-0.0576,5.6,15.2,457.0,3.5
22900,Thompson,tube,17.24,3475.0,-0.1124,1.9,1.9,696.0,3.6
5616,Thompson,tube,6.89,,-0.11,,23.6,,6.3
26894,Thompson,tube,13.79,4062.0,0.1284,5.6,5.6,864.0,1.2
13921,Thompson,,,2760.0,0.1274,4.7,4.7,305.0,2.7
29876,Janssen,,,,0.1124,12.7,42.3,1778.0,3.2
16011,Williams,tube,13.79,1335.0,0.151,9.5,9.5,1836.0,2.3
21487,,tube,11.03,,0.0498,11.5,11.5,1143.0,2.9
15613,Williams,tube,8.27,,0.0146,9.5,9.5,1836.0,6.0
4261,Peskov,tube,10.0,,-0.0008,10.0,10.0,565.0,7.0
1822,Thompson,tube,10.34,4882.0,-0.1253,10.3,,762.0,6.7
24315,Mortimore,annulus,13.79,1339.0,-0.1342,5.0,,2134.0,4.8
7232,Thompson,tube,13.79,,0.0753,5.7,5.7,625.0,3.5
27931,Thompson,,,,-0.0545,1.9,1.9,152.0,4.0
21387,Thompson,tube,2.63,1214.0,0.007,3.0,3.0,150.0,4.4
22375,Thompson,tube,,5547.0,-0.0022,10.3,,,3.5
20440,Thompson,tube,13.79,,-0.0953,,,457.0,5.0
31475,,tube,13.79,1655.0,0.0852,7.7,7.7,457.0,1.8
7330,,tube,13.79,,-0.1208,4.7,4.7,,8.0
6752,Thompson,,7.03,2010.0,0.0423,,,864.0,3.7
26878,Thompson,tube,6.89,4056.0,0.1108,,,864.0,3.1
2487,Janssen,,17.24,1519.0,0.0972,12.7,38.1,1778.0,3.2
23998,Thompson,tube,13.79,1655.0,0.0884,,,,2.8
28538,Richenderfer,plate,1.01,1000.0,-0.0054,,120.0,10.0,5.0
24396,Thompson,tube,13.79,2760.0,-0.0358,4.7,4.7,305.0,8.0
6039,Thompson,tube,6.89,5845.0,-0.0251,10.3,10.3,,12.7
10373,Thompson,tube,13.79,2007.0,0.1476,,7.7,,2.2
21416,Thompson,tube,10.34,6062.0,-0.0416,10.3,,762.0,6.0
14893,Janssen,annulus,9.65,5615.0,-0.1005,6.4,,914.0,2.8
27300,Thompson,tube,13.79,4136.0,0.0887,3.6,3.6,76.0,3.4
15615,Thompson,tube,6.89,5913.0,-0.0511,10.3,10.3,,4.8
24495,,tube,6.89,4964.0,0.0406,4.6,4.6,295.0,1.6
17881,,annulus,8.27,2680.0,-0.027,5.6,15.2,2134.0,4.0
20905,Thompson,tube,13.79,5398.0,-0.0633,4.7,4.7,318.0,7.3
17975,Thompson,,13.79,1277.0,0.1394,7.8,7.8,591.0,2.9
30588,Thompson,tube,17.24,1344.0,-0.0394,7.8,,591.0,2.5
19156,Janssen,annulus,9.65,5615.0,0.1077,6.4,,914.0,1.7
15276,Weatherhead,tube,13.79,1344.0,0.0033,11.1,11.1,457.0,2.7
25561,Peskov,tube,10.0,,-0.0297,10.0,,1000.0,7.7
20988,Thompson,tube,,4048.0,0.0887,10.8,10.8,432.0,4.9
29563,Thompson,tube,,4964.0,-0.0045,1.9,1.9,152.0,4.8
14149,,,2.63,,0.007,3.0,3.0,150.0,4.4
23463,Williams,tube,13.79,2710.0,0.1275,9.5,9.5,1836.0,1.3
19262,Weatherhead,tube,,1356.0,0.0192,7.7,7.7,457.0,2.0
28960,Thompson,tube,10.27,1288.0,0.1244,4.6,4.6,229.0,6.0
20267,,tube,6.89,4069.0,0.0849,11.5,11.5,1524.0,2.8
6443,Weatherhead,tube,13.79,2007.0,0.0486,11.1,11.1,457.0,2.8
14870,Thompson,tube,11.03,4069.0,-0.0465,9.3,9.3,762.0,4.3
29325,,annulus,6.92,2292.0,0.0022,12.7,42.3,1778.0,2.3
11018,Thompson,tube,6.89,6998.0,-0.0651,10.3,10.3,794.0,6.2
8226,Thompson,tube,,4136.0,0.1282,10.8,10.8,432.0,3.9
1286,Thompson,tube,13.79,2034.0,0.1583,7.7,7.7,,1.6
21980,Thompson,tube,6.89,6279.0,-0.1209,10.3,10.3,,6.8
6619,Thompson,tube,13.79,685.0,0.0675,7.8,7.8,591.0,3.2
13482,Thompson,,,3635.0,0.0854,4.6,4.6,295.0,4.6
11737,Weatherhead,,13.79,682.0,-0.0105,11.1,11.1,10.0,4.1
898,Peskov,tube,10.0,4028.0,0.0311,10.0,,,2.5
23457,Thompson,tube,3.86,4136.0,0.0143,10.8,10.8,,5.4
13135,Thompson,tube,3.86,4059.0,0.0117,10.8,10.8,432.0,3.1
11606,Janssen,annulus,9.65,1519.0,-0.0425,12.7,,1778.0,3.2
13703,Kossolapov,plate,0.1,524.0,-0.0466,15.0,,10.0,4.5
18870,Thompson,tube,13.79,7093.0,-0.1438,3.6,3.6,76.0,3.4
16426,,annulus,6.89,826.0,0.0403,12.7,38.1,737.0,2.5
14523,Thompson,,13.79,926.0,0.1698,7.7,7.7,,1.9
25442,Thompson,tube,15.51,2929.0,-0.0515,1.9,1.9,152.0,4.7
2923,Richenderfer,plate,0.2,1000.0,-0.0329,15.0,120.0,10.0,3.1
13601,Thompson,tube,18.96,1885.0,-0.1349,1.9,1.9,152.0,2.0
1628,Thompson,tube,13.79,1682.0,0.0593,7.7,7.7,,2.0
24062,,tube,13.79,5361.0,-0.0202,1.9,1.9,152.0,3.4
11790,,tube,13.79,1063.0,0.0863,,4.7,318.0,2.4
10363,,tube,,7432.0,-0.0515,10.3,10.3,762.0,4.8
14855,Thompson,tube,6.83,4069.0,0.0133,10.8,,432.0,3.6
11663,Thompson,tube,10.34,7880.0,-0.0378,10.3,10.3,,3.9
3748,Peskov,tube,16.0,524.0,-0.068,10.0,10.0,1300.0,2.1
10037,Thompson,tube,13.79,3119.0,-0.073,1.9,1.9,152.0,5.5
8285,Thompson,tube,6.89,5479.0,-0.0546,23.6,23.6,1972.0,4.6
31414,Thompson,tube,,3662.0,-0.0483,1.9,1.9,696.0,7.9
11714,Thompson,tube,6.89,2010.0,0.1112,10.8,10.8,,2.3
27369,Weatherhead,,,1668.0,-0.1491,7.7,,457.0,9.0
16515,,annulus,15.51,3682.0,-0.0801,5.6,15.2,2134.0,1.1
7007,,,10.34,5967.0,-0.0576,10.3,10.3,762.0,5.8
27736,Thompson,tube,6.89,1356.0,0.0406,12.8,12.8,1930.0,4.3
3345,Thompson,tube,6.89,3784.0,0.0003,10.3,10.3,762.0,4.4
16852,,tube,3.9,4055.0,0.12,10.8,10.8,,1.2
15360,Thompson,tube,,4842.0,-0.061,10.3,10.3,,4.6
30568,Thompson,tube,13.79,7093.0,0.0863,4.7,4.7,318.0,3.5
11856,Thompson,tube,,6279.0,-0.0601,10.3,10.3,794.0,12.8
1743,Thompson,tube,,3146.0,-0.1046,,1.9,,3.9
27388,Thompson,tube,13.79,3648.0,-0.0714,4.7,,318.0,3.2
22798,Weatherhead,tube,13.79,2658.0,-0.0487,7.7,7.7,457.0,3.8
25755,Weatherhead,tube,13.79,1668.0,-0.068,7.7,,457.0,3.6
21760,Thompson,tube,,,-0.0039,10.8,10.8,432.0,7.3
13746,Thompson,,13.79,,-0.0417,4.7,4.7,318.0,7.5
17222,Peskov,tube,,4986.0,-0.0109,10.0,10.0,1000.0,4.1
20164,Thompson,tube,10.34,7907.0,-0.0833,10.3,10.3,762.0,4.9
11147,,,13.79,,0.0335,11.1,11.1,457.0,3.4
6198,Thompson,tube,6.86,4096.0,-0.0252,10.8,10.8,432.0,5.3
19055,Thompson,tube,3.86,2034.0,0.1177,10.8,10.8,432.0,4.9
30603,Thompson,tube,17.24,1301.0,-0.0545,1.9,1.9,,5.4
29148,,annulus,9.65,,-0.0922,6.4,,914.0,2.0
6331,Thompson,tube,6.89,2034.0,0.0141,,10.8,216.0,4.3
8082,Thompson,tube,10.0,,0.1212,10.0,10.0,,2.0
11111,Thompson,,17.24,,-0.0878,1.9,1.9,696.0,2.4
5051,Thompson,tube,3.45,7554.0,-0.0413,10.3,10.3,762.0,4.8
18620,Janssen,annulus,6.92,829.0,0.0336,12.7,38.1,737.0,4.4
22316,Thompson,tube,6.89,6618.0,0.0943,4.7,4.7,,4.3
11169,Thompson,tube,,7432.0,-0.3338,10.3,10.3,762.0,6.8
18350,Thompson,tube,6.89,2645.0,0.0151,12.4,12.4,610.0,4.3
13421,Thompson,tube,12.07,3648.0,-0.0148,1.9,1.9,696.0,3.8
2322,Thompson,tube,2.63,2848.0,-0.0434,3.0,3.0,150.0,3.0
1497,Thompson,tube,12.07,2509.0,-0.0686,1.9,1.9,152.0,12.9
24787,Janssen,annulus,6.89,4082.0,0.0948,,22.3,2743.0,1.8
16374,Thompson,tube,15.51,3038.0,-0.0438,1.9,1.9,,4.7
16357,Janssen,annulus,6.89,,0.0114,6.4,15.9,914.0,4.1
26598,Peskov,tube,20.0,1944.0,-0.0465,10.0,10.0,1650.0,3.3
7594,Thompson,tube,6.89,5967.0,0.0376,4.7,4.7,318.0,5.3
972,Thompson,,13.79,,-0.0412,4.7,4.7,318.0,4.9
24238,Janssen,annulus,9.68,,0.0403,12.7,42.3,1778.0,4.6
16555,Janssen,,6.89,5533.0,-0.0404,12.7,38.1,914.0,6.4
7402,Thompson,tube,13.79,1383.0,0.0027,7.7,7.7,457.0,2.9
1095,Thompson,tube,10.34,3960.0,-0.0815,10.3,10.3,762.0,4.3
13622,Beus,annulus,11.03,1351.0,0.1847,,15.2,2134.0,1.8
22115,Thompson,tube,6.89,,-0.065,23.6,23.6,610.0,2.9
13047,Thompson,tube,6.9,4066.0,0.0049,10.8,10.8,864.0,4.5
12159,Thompson,tube,13.79,936.0,-0.0576,,7.7,457.0,5.5
22654,Thompson,tube,6.79,4150.0,-0.0668,5.6,5.6,216.0,5.2
10232,Peskov,tube,16.0,2875.0,0.0311,10.0,10.0,1650.0,1.8
483,Thompson,,15.51,,-0.0833,1.9,1.9,696.0,2.5
10472,Williams,tube,15.17,4062.0,-0.0158,,9.5,1836.0,2.3
22049,Mortimore,annulus,13.79,2699.0,0.0446,5.0,13.3,2134.0,2.4
12965,Thompson,tube,6.89,4986.0,0.0603,23.6,23.6,,3.6
301,Weatherhead,tube,13.79,1980.0,0.1503,7.7,7.7,,1.5
30265,Thompson,tube,6.89,,-0.0595,,3.6,76.0,6.9
23512,Thompson,tube,6.72,4001.0,0.0406,,10.8,432.0,4.6
9461,Richenderfer,plate,0.1,524.0,-0.0187,15.0,120.0,10.0,2.1
2664,Richenderfer,annulus,1.01,2000.0,-0.0434,15.0,120.0,10.0,7.1
17045,Thompson,tube,12.07,3201.0,-0.0501,1.9,1.9,152.0,6.2
5250,Janssen,annulus,9.51,5561.0,-0.0298,12.7,38.1,,3.1
21641,,,15.51,1355.0,0.2073,5.6,15.2,2134.0,1.1
2148,,tube,6.89,3825.0,-0.0054,23.6,23.6,1972.0,3.0
16020,Beus,annulus,13.79,1352.0,0.0568,,,2134.0,1.3
4275,Thompson,,6.86,,0.0049,5.6,5.6,,4.6
3646,,tube,12.41,524.0,0.1959,19.8,19.8,610.0,3.2
30486,Thompson,tube,13.79,,0.1244,4.7,4.7,318.0,2.6
10184,,tube,6.89,,0.1144,23.6,23.6,1972.0,2.3
7134,Thompson,tube,13.79,4299.0,-0.0071,4.7,4.7,318.0,3.9
14042,Weatherhead,tube,13.79,1354.0,-0.0576,7.7,7.7,457.0,3.6
25850,Weatherhead,tube,13.79,,-0.0408,11.1,,457.0,3.5
25468,Williams,tube,13.79,3997.0,-0.0122,9.5,,1836.0,4.1
17769,Weatherhead,,,6781.0,0.1601,11.1,11.1,457.0,1.9
9657,Thompson,tube,13.79,2710.0,0.0821,4.6,4.6,305.0,2.1
14172,Thompson,tube,15.51,2319.0,-0.0545,1.9,1.9,152.0,5.0
25044,Thompson,tube,13.79,1872.0,-0.3206,,4.7,318.0,3.7
27206,Thompson,tube,13.79,2590.0,-0.0668,7.7,7.7,457.0,3.6
1368,Thompson,tube,13.79,2238.0,0.0975,7.8,7.8,591.0,1.9
22404,Thompson,tube,10.34,,-0.0663,10.3,10.3,762.0,4.6
18198,Thompson,,13.79,3146.0,-0.0886,1.9,1.9,,1.9
16,,tube,6.89,4069.0,0.0141,10.8,10.8,,5.3
23669,Weatherhead,tube,13.79,1356.0,-0.0576,,7.7,457.0,3.5
1223,Thompson,tube,,4069.0,0.0129,10.8,10.8,432.0,3.8
16438,Weatherhead,tube,13.79,912.0,-0.2387,7.7,7.7,457.0,5.5
31166,Thompson,,18.27,793.0,-0.1224,3.0,3.0,35.0,2.6
12181,Beus,annulus,13.79,3665.0,-0.0425,5.6,15.2,2134.0,3.0
14748,Thompson,,10.0,1000.0,-0.0472,,10.0,565.0,4.1
675,Thompson,tube,12.0,1000.0,-0.0868,10.0,10.0,565.0,5.5
13782,Thompson,tube,3.45,3960.0,-0.0849,10.3,10.3,762.0,7.9
31177,Thompson,,15.51,2102.0,-0.0134,1.9,1.9,696.0,2.1
14674,Thompson,tube,3.86,,0.0434,10.8,10.8,432.0,5.8
5130,Thompson,,13.79,2699.0,0.0876,4.7,4.7,318.0,2.6
27862,,tube,13.79,1410.0,-0.1005,,,591.0,2.5
28981,Janssen,annulus,6.89,1519.0,0.1206,12.7,42.3,2743.0,2.4
989,Thompson,tube,10.34,6049.0,-0.0589,10.3,10.3,762.0,6.8
29534,Janssen,annulus,9.65,1519.0,-0.0265,,42.3,1778.0,9.0
21839,Richenderfer,plate,9.72,,-0.0093,15.0,120.0,914.0,3.2
16624,Thompson,,13.79,2428.0,0.0027,,1.9,152.0,2.3
30548,Thompson,tube,3.86,4123.0,0.0903,10.8,10.8,432.0,5.0
1395,,tube,13.79,2306.0,0.0335,1.9,1.9,152.0,1.8
4091,Thompson,,7.0,1017.0,-0.0123,10.8,10.8,216.0,4.8
14310,Peskov,tube,12.0,4750.0,-0.0929,,,,2.4
17671,Thompson,tube,13.79,5588.0,-0.0379,1.9,1.9,152.0,4.3
21859,Thompson,,13.79,,0.08,7.8,7.8,591.0,2.6
25411,Weatherhead,tube,13.79,1682.0,-0.0297,7.7,7.7,457.0,4.9
20552,,tube,6.86,2034.0,0.0441,10.8,10.8,3048.0,2.6
25381,Thompson,,13.79,,-0.022,1.9,1.9,152.0,4.3
19178,Janssen,annulus,6.89,1533.0,0.0747,,,2743.0,3.5
30935,Thompson,tube,12.07,7893.0,-0.0434,1.9,1.9,152.0,7.7
6064,Thompson,,3.45,7893.0,0.0231,10.3,10.3,762.0,4.5
2092,,tube,6.89,,0.0487,23.6,23.6,610.0,3.4
11451,,tube,13.79,1505.0,0.0336,7.8,,591.0,2.4
12232,Weatherhead,tube,13.79,1356.0,0.1503,7.7,,457.0,2.2
12092,,,3.45,3906.0,0.1454,10.3,10.3,762.0,4.4
9489,Thompson,tube,13.79,933.0,0.0374,,4.7,318.0,2.3
8611,Thompson,tube,17.24,2821.0,-0.0434,1.9,1.9,,3.7
5462,,tube,13.79,2007.0,0.0129,7.8,7.8,,2.1
9791,Thompson,tube,,,0.1282,12.8,12.8,1930.0,2.9
13221,Weatherhead,tube,13.79,2034.0,0.0088,7.7,7.7,457.0,2.6
23254,Thompson,tube,,3933.0,0.0263,,4.6,295.0,2.8
16423,Janssen,,6.89,1533.0,0.1932,8.5,22.3,1829.0,2.6
19898,Thompson,tube,4.13,6781.0,0.1077,,4.7,229.0,3.8
31014,Weatherhead,tube,13.79,1370.0,-0.0846,7.7,7.7,457.0,2.6
23011,Beus,,15.51,2729.0,0.1562,5.6,15.2,2134.0,1.4
7731,Janssen,annulus,6.89,1519.0,0.1505,,,1778.0,1.8
6507,Janssen,annulus,,,0.0496,12.7,38.1,,2.5
1649,Thompson,tube,6.89,4043.0,0.1274,10.8,10.8,,2.9
27766,Thompson,tube,13.79,1383.0,0.134,7.7,7.7,457.0,1.6
15377,Janssen,,6.89,2740.0,0.0621,12.7,38.1,737.0,2.6
4802,Thompson,tube,6.89,5967.0,-0.0635,,10.3,,4.6
21788,Beus,annulus,11.03,2712.0,-0.0185,5.6,15.2,2134.0,2.1
25229,Thompson,tube,7.03,1352.0,0.0423,10.8,10.8,864.0,2.1
22558,Janssen,annulus,6.89,2265.0,0.1933,8.5,22.3,2743.0,1.1
17255,Peskov,tube,18.0,1944.0,-0.0477,10.0,10.0,400.0,4.5
25997,Thompson,tube,13.79,1316.0,-0.0739,5.7,,625.0,3.8
8669,Weatherhead,tube,13.79,1397.0,-0.0415,,,,7.6
6455,Janssen,,,1614.0,0.0684,8.5,22.3,2591.0,2.5
104,Thompson,tube,18.27,815.0,-0.1258,,3.0,150.0,1.3
19706,Thompson,tube,,4096.0,-0.0415,10.8,10.8,864.0,3.2
2662,Thompson,tube,12.07,2373.0,-0.0298,1.9,1.9,152.0,3.3
3809,Thompson,tube,10.34,5845.0,-0.0997,10.3,10.3,762.0,5.0
23835,Janssen,annulus,9.65,,0.0381,6.4,15.9,914.0,2.8
31500,Thompson,tube,15.51,2102.0,-0.044,1.9,1.9,696.0,2.7
3998,,tube,18.27,1370.0,-0.0428,3.0,3.0,35.0,2.5
1547,Thompson,tube,6.79,2034.0,0.0008,10.8,10.8,432.0,3.9
29638,,tube,,861.0,-0.1046,3.0,3.0,,3.1
2342,,tube,6.84,,0.0229,23.6,23.6,610.0,3.4
26922,Thompson,tube,10.34,,0.0716,10.3,10.3,762.0,8.0
833,Thompson,tube,13.79,5357.0,-0.4505,4.7,4.7,,7.3
4567,Thompson,tube,10.34,7975.0,-0.0925,10.3,10.3,762.0,5.8
26432,Janssen,,6.89,1354.0,0.0648,,42.3,1778.0,2.9
27985,Thompson,tube,6.83,4069.0,0.0141,10.8,10.8,432.0,4.5
6669,Beus,annulus,15.51,,0.0908,5.6,15.2,2134.0,1.4
11221,,tube,6.86,2010.0,0.0003,,10.8,841.0,4.3
26757,Thompson,tube,13.79,2916.0,-0.0878,7.8,7.8,591.0,4.8
28274,Thompson,tube,15.51,3689.0,-0.0058,1.9,1.9,696.0,3.1
19618,Weatherhead,tube,13.79,1356.0,-0.2653,,7.7,457.0,5.5
19522,Williams,tube,15.17,1335.0,-0.0195,9.5,9.5,,2.2
11556,Beus,annulus,13.79,1364.0,-0.0185,5.6,15.2,2134.0,5.1
16542,,tube,,1668.0,0.064,7.7,7.7,457.0,2.7
2119,Richenderfer,,0.2,,0.0109,15.0,,,5.7
24314,,annulus,11.03,2730.0,0.0629,5.6,15.2,,1.6
23943,Thompson,tube,,7975.0,-0.1209,5.7,5.7,625.0,4.6
30580,Thompson,tube,7.0,,0.0049,10.8,10.8,864.0,4.2
25807,Weatherhead,tube,,1344.0,0.0788,11.1,11.1,457.0,2.0
22518,Thompson,,3.86,3811.0,0.0379,10.8,10.8,216.0,4.5
6850,,annulus,6.89,,0.0259,,22.3,1778.0,2.7
14032,Thompson,,3.45,5249.0,-0.0278,5.7,,,5.3
25780,Thompson,tube,6.79,4014.0,0.0129,10.8,,216.0,2.7
11863,,tube,6.89,6049.0,-0.0557,10.3,,794.0,6.4
11038,,tube,6.89,4001.0,0.08,10.8,,432.0,2.2
30441,Thompson,tube,13.79,1356.0,-0.1186,5.7,5.7,625.0,4.0
15517,Janssen,annulus,9.65,1519.0,0.1044,12.7,,1778.0,1.6
31118,Weatherhead,tube,,1668.0,-0.0846,7.7,7.7,457.0,3.1
1847,Thompson,tube,6.89,,-0.0088,23.6,23.6,610.0,4.0
5547,,,10.34,5967.0,-0.0378,10.3,10.3,762.0,4.8
13361,Thompson,tube,13.79,1302.0,-0.3476,4.7,4.7,318.0,3.5
20435,Thompson,tube,13.79,7107.0,-0.2001,,4.7,318.0,4.1
15371,Thompson,tube,6.89,2034.0,0.0108,37.5,37.5,1953.0,6.4
29282,Peskov,tube,10.0,4986.0,-0.0868,10.0,,565.0,3.1
30397,,annulus,13.79,3677.0,-0.015,5.6,15.2,,3.0
14984,Weatherhead,,13.79,1899.0,-0.0103,11.1,11.1,457.0,2.8
22103,Janssen,annulus,6.92,,0.0196,12.7,38.1,914.0,2.8
25801,Thompson,tube,10.45,1288.0,0.0713,4.6,4.6,229.0,2.5
21148,Thompson,tube,13.79,5588.0,0.0753,4.7,4.7,,5.9
28983,Thompson,tube,10.34,5940.0,-0.0668,,10.3,762.0,4.7
13462,Thompson,tube,13.79,3608.0,0.1451,4.7,4.7,318.0,1.3
16310,Thompson,,13.79,658.0,-0.0668,7.7,,457.0,3.6
28233,Thompson,tube,6.86,3838.0,0.0069,10.8,,432.0,3.5
19753,Thompson,tube,,3811.0,0.0129,,12.8,1930.0,3.0
35,Weatherhead,tube,13.79,1926.0,0.0253,,11.1,457.0,2.4
28409,Janssen,annulus,6.89,1519.0,0.1975,8.5,24.6,1778.0,3.1
14481,,,12.41,542.0,0.0603,19.8,,610.0,1.5
18573,Thompson,tube,15.51,2455.0,-0.0591,1.9,1.9,152.0,5.8
526,Thompson,tube,,1682.0,0.0025,8.0,8.0,,4.6
14331,,tube,6.89,3648.0,0.1101,,4.7,318.0,3.8
4718,,tube,13.79,8.0,0.1286,7.8,7.8,591.0,2.1
26687,Thompson,tube,13.79,4964.0,-0.0123,,4.7,318.0,5.9
26957,,,13.79,3933.0,-0.0571,,3.6,,3.6
28694,,annulus,11.03,,0.1743,,15.2,2134.0,3.6
26513,,tube,,5289.0,-0.0166,5.7,5.7,,5.0
12690,Thompson,,13.79,7364.0,-0.165,4.7,4.7,318.0,6.8
8399,Thompson,tube,6.86,734.0,-0.0478,10.8,10.8,216.0,3.0
10240,,tube,13.79,888.0,0.0985,7.8,7.8,591.0,2.3
24582,Thompson,tube,,2224.0,-0.0218,1.9,1.9,152.0,2.1
22508,Thompson,tube,13.79,1356.0,0.0908,7.7,7.7,457.0,1.8
5457,Thompson,,6.89,4842.0,-0.1208,10.3,10.3,,6.4
6291,,tube,11.03,2034.0,0.0005,,9.3,305.0,3.9
1426,Thompson,tube,,5221.0,-0.094,,4.7,318.0,6.7
10063,Thompson,tube,13.79,3797.0,-0.4477,4.7,4.7,318.0,4.6
163,Beus,,10.57,2767.0,0.0101,5.6,,2134.0,4.5
10136,Thompson,,6.86,4042.0,0.1423,10.8,,1727.0,2.9
25009,Thompson,tube,17.24,2848.0,-0.0156,1.9,,,4.3
6304,Thompson,tube,13.79,7391.0,-0.1178,4.7,,,5.0
8312,,tube,6.89,,0.0902,10.8,10.8,,1.8
480,Thompson,tube,13.79,5316.0,-0.0398,4.7,4.7,318.0,4.3
7023,Thompson,,6.83,,0.0003,10.8,10.8,216.0,3.0
4876,Thompson,tube,6.79,4069.0,0.0108,10.8,10.8,432.0,4.6
3540,,tube,13.79,1286.0,0.0675,7.8,7.8,,2.5
8231,Thompson,tube,10.34,732.0,-0.0997,10.3,,762.0,3.9
3797,Weatherhead,tube,13.79,3458.0,0.0852,7.7,7.7,457.0,2.9
22831,Thompson,tube,6.89,,0.0433,12.8,12.8,1930.0,2.8
29961,Weatherhead,tube,13.79,703.0,-0.1756,7.7,7.7,,3.0
16587,Thompson,tube,13.79,1682.0,0.212,,7.8,,2.2
30044,Williams,tube,8.27,4092.0,0.0448,9.5,9.5,,2.6
16274,Thompson,,,4056.0,0.0005,10.8,10.8,,2.5
3264,Thompson,tube,,2984.0,0.0577,11.5,11.5,914.0,2.4
27374,Thompson,tube,13.79,3933.0,-0.0134,1.9,1.9,152.0,5.4
7294,,tube,13.79,6429.0,-0.0466,4.7,4.7,318.0,5.0
7677,Thompson,,13.79,2116.0,0.0825,,7.8,591.0,2.0
1799,Thompson,tube,13.79,4136.0,0.0292,4.6,4.6,295.0,4.0
23681,Thompson,,17.24,1190.0,-0.1258,1.9,,696.0,3.8
21845,,tube,6.89,3825.0,0.0196,,10.3,762.0,2.0
19554,Mortimore,annulus,13.79,679.0,-0.0158,5.0,13.3,2134.0,2.9
27418,Thompson,tube,6.83,4062.0,0.0145,,10.8,1727.0,8.6
21786,Beus,annulus,11.03,1355.0,0.1015,,15.2,2134.0,1.2
4647,Peskov,,10.0,1944.0,-0.0297,10.0,10.0,660.0,3.9
107,,tube,0.31,3513.0,-0.0668,5.6,5.6,216.0,5.6
14508,Thompson,tube,13.79,1063.0,0.0183,4.7,4.7,318.0,2.8
31097,Thompson,,13.79,3580.0,0.0196,4.6,4.6,295.0,2.9
5593,Janssen,annulus,6.99,1519.0,-0.025,12.7,42.3,1778.0,2.9
29783,,,18.27,,-0.0846,3.0,3.0,100.0,2.8
20751,Thompson,,6.89,1912.0,0.0603,23.6,,610.0,4.1
30514,Thompson,,6.89,5615.0,0.0036,6.4,15.9,914.0,4.2
19475,Thompson,tube,12.07,,-0.1005,1.9,1.9,696.0,2.3
16307,Thompson,tube,13.79,542.0,0.0334,19.8,19.8,610.0,3.7
905,Mortimore,annulus,13.79,1356.0,0.0902,5.0,13.3,2134.0,1.7
13626,Thompson,tube,15.51,,-0.0601,,1.9,152.0,6.4
20043,Williams,tube,13.79,2776.0,0.0486,9.5,9.5,1836.0,2.3
6780,Janssen,annulus,5.51,1519.0,0.0474,12.7,42.3,1778.0,2.7
1399,Thompson,,6.89,7200.0,-0.0297,10.3,10.3,762.0,3.2
28634,Thompson,tube,6.86,4048.0,0.0003,10.8,10.8,864.0,3.4
22225,Thompson,tube,10.34,4855.0,-0.0677,,10.3,762.0,3.2
27298,Thompson,tube,15.51,2495.0,-0.0221,1.9,,,3.7
24700,Janssen,annulus,6.89,1533.0,0.0908,,22.3,,1.2
13887,Thompson,,10.34,7934.0,-0.0635,10.3,10.3,762.0,6.8
25802,Thompson,,13.79,2197.0,0.0789,7.8,7.8,591.0,2.8
25195,Weatherhead,tube,13.79,,0.1698,,7.7,457.0,1.9
2339,Thompson,tube,6.96,4056.0,0.0396,10.8,10.8,864.0,2.9
7238,Janssen,annulus,6.89,2807.0,-0.0456,6.4,15.9,914.0,6.0
15199,Thompson,tube,6.89,,-0.0579,10.3,10.3,,2.9
9260,,annulus,6.89,553.0,-0.0404,12.7,38.1,737.0,4.6
28064,Beus,annulus,15.51,2729.0,0.0747,5.6,15.2,2134.0,1.8
6765,Thompson,tube,13.79,1641.0,-0.0424,4.7,,318.0,3.5
2665,Williams,,15.17,518.0,-0.0053,9.5,9.5,1836.0,2.8
20675,Janssen,annulus,5.54,1519.0,0.0382,12.7,42.3,1778.0,3.5
19831,Thompson,tube,15.51,2984.0,-0.1488,1.9,1.9,152.0,3.6
1627,Thompson,tube,17.24,2089.0,-0.1124,1.9,1.9,696.0,2.5
8263,Thompson,tube,10.34,7907.0,-0.0601,10.3,10.3,762.0,4.3
2916,Weatherhead,,13.79,2685.0,0.0406,7.7,7.7,457.0,1.3
29040,Thompson,,,2184.0,0.0539,7.8,7.8,591.0,1.4
30474,Janssen,,9.68,1519.0,0.0496,12.7,42.3,,4.7
29252,Thompson,tube,6.89,6795.0,-0.0092,10.3,,794.0,6.8
1021,Thompson,tube,6.89,1885.0,0.0114,23.6,23.6,1972.0,2.0
16158,,annulus,6.89,,0.0008,12.7,38.1,737.0,3.7
10127,Thompson,tube,18.27,2740.0,-0.0411,3.0,3.0,432.0,3.7
